session_id,user_id,src_ip,country,start_time,end_time,duration_seconds,num_events,total_bytes,avg_bytes_per_event,distinct_dst_ips,num_failed_logins,num_success_logins,num_web,num_data_transfer,num_scan,hour_of_day,requests_per_minute,ip_request_freq,country_unusual,label
sess_175,user_186,192.168.1.206,JO,2026-05-04 09:09:47,2026-05-04 09:09:47,0.0,1,1870,1870.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_176,user_187,192.168.1.207,JO,2026-05-04 09:09:48,2026-05-04 09:09:48,0.0,1,1880,1880.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_177,user_188,192.168.1.208,JO,2026-05-04 09:09:49,2026-05-04 09:09:51,2.0,3,3020,1006.6666666666666,1,2,1,0,0,0,9,90.0,3,0,suspicious
sess_178,user_189,192.168.1.209,US,2026-05-04 09:09:52,2026-05-04 09:09:52,0.0,1,18500,18500.0,1,0,0,0,1,0,9,60.0,1,0,suspicious
sess_179,user_190,192.168.1.210,US,2026-05-04 09:09:53,2026-05-04 09:09:53,0.0,1,18750,18750.0,1,0,0,0,1,0,9,60.0,1,0,suspicious
sess_180,user_191,192.168.1.211,JO,2026-05-04 09:09:54,2026-05-04 09:09:54,0.0,1,1890,1890.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_181,unknown,203.0.113.100,RU,2026-05-04 09:09:55,2026-05-04 09:09:59,4.0,4,2080,520.0,4,0,0,1,0,3,9,60.0,3,1,suspicious
sess_182,user_193,192.168.1.213,JO,2026-05-04 09:09:56,2026-05-04 09:09:56,0.0,1,1910,1910.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_183,user_194,192.168.1.214,JO,2026-05-04 09:10:00,2026-05-04 09:10:00,0.0,1,1920,1920.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_184,user_195,192.168.1.215,JO,2026-05-04 09:10:01,2026-05-04 09:10:01,0.0,1,1930,1930.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_185,user_196,192.168.1.216,JO,2026-05-04 09:10:02,2026-05-04 09:10:04,2.0,3,3070,1023.3333333333334,1,2,1,0,0,0,9,90.0,3,0,suspicious
sess_186,user_197,192.168.1.217,US,2026-05-04 09:10:05,2026-05-04 09:10:05,0.0,1,19000,19000.0,1,0,0,0,1,0,9,60.0,1,0,suspicious
sess_187,user_198,192.168.1.218,US,2026-05-04 09:10:06,2026-05-04 09:10:06,0.0,1,19200,19200.0,1,0,0,0,1,0,9,60.0,1,0,suspicious
sess_188,unknown,198.51.100.108,CN,2026-05-04 09:10:07,2026-05-04 09:10:08,1.0,2,55500,27750.0,1,0,0,0,0,0,9,120.0,2,1,suspicious
sess_189,user_199,192.168.1.219,JO,2026-05-04 09:10:09,2026-05-04 09:10:09,0.0,1,1940,1940.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_190,user_200,192.168.1.220,JO,2026-05-04 09:10:10,2026-05-04 09:10:10,0.0,1,1950,1950.0,1,0,0,1,0,0,9,60.0,1,0,normal
sess_200,user_77,192.168.1.50,JO,2026-05-04 09:01:00,2026-05-04 09:03:01,121.0,6,30120,5020.0,2,3,1,0,2,0,9,2.9752066115702482,6,0,suspicious
sess_300,unknown,198.51.100.99,CN,2026-05-04 09:05:00,2026-05-04 09:05:01,1.0,2,41000,20500.0,1,0,0,0,0,0,9,120.0,2,1,suspicious
sess_400,unknown,203.0.113.10,RU,2026-05-04 09:06:12,2026-05-04 09:06:14,2.0,3,180,60.0,3,0,0,0,0,3,9,90.0,3,1,suspicious
sess_500,unknown,198.51.100.120,CN,2026-05-04 09:06:26,2026-05-04 09:06:27,1.0,2,45000,22500.0,1,0,0,0,0,0,9,120.0,2,1,suspicious
